/* DATA DESCRIPTION:
Citation:	Fischer, Hubertus; Fundel, Felix; Ruth, Urs; Twarloh, Birthe; Wegner, Anna; Udisti, Roberto; Becagli, Silvia; Castellano, Emiliano; Morganti, Andrea; Severi, Mirko; Wolff, Eric William; Littot, Geneviève C; Röthlisberger, Regine; Mulvaney, Robert; Hutterli, Manuel A; Kaufmann, Patrik R; Federer, Urs; Lambert, Fabrice; Bigler, Christian; Hansson, Margareta E; Jonsell, Ulf; de Angelis, Martine; Boutron, Claude F; Siggaard-Andersen, Marie-Louise; Steffensen, Jørgen Peder; Barbante, Carlo; Gaspari, Vania; Gabrielli, Paolo; Wagenbach, Dietmar (2007): EPICA Dome C chemical concentrations and fluxes [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.683641, 
	In supplement to: Fischer, Hubertus; Fundel, Felix; Ruth, Urs; Twarloh, Birthe; Wegner, Anna; Udisti, Roberto; Becagli, Silvia; Castellano, Emiliano; Morganti, Andrea; Severi, Mirko; Wolff, Eric William; Littot, Geneviève C; Röthlisberger, Regine; Mulvaney, Robert; Hutterli, Manuel A; Kaufmann, Patrik R; Federer, Urs; Lambert, Fabrice; Bigler, Matthias; Hansson, Margareta E; Jonsell, Ulf; de Angelis, Martine; Boutron, Claude F; Siggaard-Andersen, Marie-Louise; Steffensen, Jørgen Peder; Barbante, Carlo; Gaspari, Vania; Gabrielli, Paolo; Wagenbach, Dietmar (2007): Reconstruction of millennial changes in dust emission, transport and regional sea ice coverage using the deep EPICA ice cores from the Atlantic and Indian Ocean sector of Antarctica. Earth and Planetary Science Letters, 260(1-2), 340-354, https://doi.org/10.1016/j.epsl.2007.06.014
Related to:	Fischer, Hubertus; Fundel, Felix; Ruth, Urs; Twarloh, Birthe; Wegner, Anna; Udisti, Roberto; Becagli, Silvia; Castellano, Emiliano; Morganti, Andrea; Severi, Mirko; Wolff, Eric William; Littot, Geneviève C; Röthlisberger, Regine; Mulvaney, Robert; Hutterli, Manuel A; Kaufmann, Patrik R; Federer, Urs; Lambert, Fabrice; Bigler, Matthias; Hansson, Margareta E; Jonsell, Ulf; de Angelis, Martine; Boutron, Claude F; Siggaard-Andersen, Marie-Louise; Steffensen, Jørgen Peder; Barbante, Carlo; Gaspari, Vania; Gabrielli, Paolo; Wagenbach, Dietmar (2007): Erratum to "Reconstruction of millennial changes in dust emission, transport and regional sea ice coverage using the deep EPICA ice cores from the Atlantic and Indian Ocean sector of Antarctica" [Earth Planet. Sci. Lett. 260 (2007) 340–354]. Earth and Planetary Science Letters, 262(3-4), 635-636, https://doi.org/10.1016/j.epsl.2007.08.016
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: https://en.wikipedia.org/wiki/European_Project_for_Ice_Coring_in_Antarctica)
Funding:	Fifth Framework Programme (FP5), grant/award no. EVK2-CT-2000-00077: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/EVK2-CT-2000-00077)
	Fourth Framework Programme (FP4), grant/award no. ENV4980702: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/ENV4980702)
Coverage:	LATITUDE: -75.100000 * LONGITUDE: 123.350000
	DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00
	MINIMUM DEPTH, ice/snow: 24.5 m * MAXIMUM DEPTH, ice/snow: 1841.5 m
Event(s):	EDC (EPICA Dome C) (URI: https://en.wikipedia.org/wiki/Dome_C) * LATITUDE: -75.100000 * LONGITUDE: 123.350000 * DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00 * ELEVATION: 3233.0 m * Recovery: 3300 m * LOCATION: Dome C, Antarctica * CAMPAIGN: Dome C * METHOD/DEVICE: Ice drill (ICEDRILL) * COMMENT: Drill site is 56 km from the site of a previous Dome C core that provided records extending into the last glacial period, and 560 km from the site of the Vostok cores. The completion of the Dome C core was delayed when the first drilling became stuck at 788 m in 1999 (EDC96).
Comment:	Sea salt Na+ and nss Ca2+ data from the EPICA Dome C (EDC) ice core over the last 150000 yr in 1 m resolution (revised version). Data has been calculated from raw data as described in the manuscript. Negative concentrations after correcting for crustal sodium and sea salt calcium, respectively, have been replaced by zeros. Missing values occur due to sample loss, bad core quality or contamination during sample preparation.
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	Age model [ka] (Age model) * PI: Fischer, Hubertus (https://orcid.org/0000-0002-2787-4221, hubertus.fischer@climate.unibe.ch, http://www.climate.unibe.ch/?L1=people&L2=personal&L3=hfischer) * METHOD/DEVICE: Age model, ice flow model * COMMENT: EDC3 time scale
	Sodium, sea-salt [µg/kg] (ssNa+) * PI: Fischer, Hubertus (https://orcid.org/0000-0002-2787-4221, hubertus.fischer@climate.unibe.ch, http://www.climate.unibe.ch/?L1=people&L2=personal&L3=hfischer) * METHOD/DEVICE: Ion chromatography
	Calcium, non-sea-salt [µg/kg] (nssCa2+) * PI: Fischer, Hubertus (https://orcid.org/0000-0002-2787-4221, hubertus.fischer@climate.unibe.ch, http://www.climate.unibe.ch/?L1=people&L2=personal&L3=hfischer) * METHOD/DEVICE: Continuous flow analysis, Ion chromatography
	Sodium, sea-salt, flux [µg/m**2/a] (ssNa flux) * PI: Fischer, Hubertus (https://orcid.org/0000-0002-2787-4221, hubertus.fischer@climate.unibe.ch, http://www.climate.unibe.ch/?L1=people&L2=personal&L3=hfischer) * METHOD/DEVICE: Calculated
	Calcium, non-sea-salt, flux [µg/m**2/a] (nssCa2+ flux) * PI: Fischer, Hubertus (https://orcid.org/0000-0002-2787-4221, hubertus.fischer@climate.unibe.ch, http://www.climate.unibe.ch/?L1=people&L2=personal&L3=hfischer) * METHOD/DEVICE: Calculated
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	8558 data points
*/
Depth ice/snow [m]	Age model [ka]	ssNa+ [µg/kg]	nssCa2+ [µg/kg]	ssNa flux [µg/m**2/a]	nssCa2+ flux [µg/m**2/a]
788.5	45.63532	142.15	11.88	2103.2	175.8
789.5	45.71746	62.83	5.36	935.8	79.8
790.5	45.79636				
791.5	45.87368	63.73	3.59	998.2	56.2
792.5	45.94745	61.46	2.52	1036.5	42.4
793.5	46.02365	59.70	3.86	911.4	58.9
794.5	46.10419	55.83	5.50	864.7	85.2
795.5	46.18139	59.26	3.91	913.0	60.2
796.5	46.26181	49.92	2.25	759.5	34.2
797.5	46.34149	48.18	0.82	745.8	12.8
798.5	46.41895	47.12	2.98	769.7	48.7
799.5	46.48998	43.75	2.24	768.8	39.3
800.5	46.56053	54.43	2.49	903.1	41.2
801.5	46.63556				
802.5	46.71057	54.11	4.88	877.1	79.2
803.5	46.78968	61.53	2.85	906.2	42.0
804.5	46.87293	63.87	5.03	944.7	74.3
805.5	46.95446	66.01	6.97	991.0	104.6
806.5	47.03617	59.23	7.48	882.4	111.4
807.5	47.11952	49.51	4.81	717.2	69.7
808.5	47.20259	52.71	2.54	802.6	38.7
809.5	47.28149	59.09	6.79	912.4	104.9
810.5	47.36328	64.80	5.71	937.6	82.7
811.5	47.44898	76.12	4.69	1094.0	67.4
812.5	47.53458				
813.5	47.62077	71.04	4.52	1006.7	64.1
814.5	47.70542	65.34	6.83	966.2	101.0
815.5	47.79017	65.44	9.78	918.4	137.3
816.5	47.87852	65.34	16.60	909.7	231.2
817.5	47.96993	71.41	17.99	911.6	229.7
818.5	48.06763	70.81	12.57	902.9	160.3
819.5	48.16493	76.52	10.87	977.1	138.8
820.5	48.25854	73.15	15.00	978.4	200.6
821.5	48.34895	72.02	20.10	1011.3	282.2
822.5	48.43519	70.34	24.81	1001.9	353.3
823.5	48.52329				
824.5	48.61773				
825.5	48.70746	73.68	13.81	991.4	185.8
826.5	48.80440	73.14	11.70	964.0	154.2
827.5	48.89350	64.45	15.48	917.0	220.3
828.5	48.98054	66.70	15.10	922.6	208.8
829.5	49.07260	61.98	9.65	823.6	128.2
830.5	49.16677	58.68	8.64	776.3	114.3
831.5	49.26006	69.47	17.83	912.4	234.1
832.5	49.35536	70.11	14.65	913.3	190.9
833.5	49.44913	75.62	11.18	1014.3	149.9
834.5	49.53951				
835.5	49.62872	74.27	10.44	1031.9	145.0
836.5	49.71642	67.53	11.83	951.7	166.7
837.5	49.80651	75.13	15.17	1040.3	210.1
838.5	49.89582	70.24	17.56	963.0	240.7
839.5	49.98863	67.48	12.07	900.3	161.0
840.5	50.07953	60.59	6.45	862.0	91.8
841.5	50.16588	60.51	6.92	881.6	100.9
842.5	50.25196	62.93	10.02	877.0	139.6
843.5	50.34352	63.05	10.67	865.7	146.5
844.5	50.43216	67.99	11.35	985.9	164.6
845.5	50.51636				
846.5	50.60652	69.83	6.72	946.7	91.2
847.5	50.69622	64.72	8.36	924.5	119.4
848.5	50.78434	66.04	7.48	931.1	105.5
849.5	50.87331	64.85	8.62	903.6	120.1
850.5	50.96276	61.23	7.42	873.5	105.9
851.5	51.05017	63.61	3.03	878.2	41.8
852.5	51.14275	62.86	3.16	861.4	43.3
853.5	51.23335	59.30	7.15	833.6	100.5
854.5	51.32152	60.08	5.97	858.5	85.4
855.5	51.40912	60.86	5.59	871.8	80.1
856.5	51.49525				
857.5	51.57913	78.95	4.47	1158.8	65.6
858.5	51.66649	62.34	5.71	893.3	81.8
859.5	51.75259	66.55	7.20	991.0	107.2
860.5	51.83479	53.42	6.86	828.6	106.4
861.5	51.91790	48.59	5.05	739.1	76.8
862.5	51.99737	39.39	0.97	640.0	15.8
863.5	52.07491	53.04	1.67	861.1	27.2
864.5	52.15452	60.21	3.63	895.1	54.0
865.5	52.24135	58.52	4.55	862.8	67.1
866.5	52.32644	63.73	5.38	947.8	80.0
867.5	52.41032				
868.5	52.49190				
869.5	52.57541	54.17	4.09	833.1	62.9
870.5	52.65623	60.87	5.88	958.5	92.6
871.5	52.73721	54.97	6.53	875.8	104.0
872.5	52.81501	54.07	5.35	869.8	86.1
873.5	52.89620	48.68	2.72	732.5	40.9
874.5	52.98216	52.87	2.49	805.2	38.0
875.5	53.05996	51.59	3.88	860.7	64.7
876.5	53.13736	79.90	3.95	1298.8	64.2
877.5	53.21389	53.69	2.82	900.2	47.2
878.5	53.28875				
879.5	53.36254	44.35	3.54	766.6	61.2
880.5	53.43604	52.01	2.73	876.9	46.1
881.5	53.51419	58.39	3.81	919.0	60.0
882.5	53.59647	56.44	5.61	851.0	84.6
883.5	53.68319	57.84	4.80	840.7	69.8
884.5	53.76876	53.79	3.70	842.3	57.9
885.5	53.84843	45.86	2.36	723.4	37.3
886.5	53.92957	52.41	5.43	805.9	83.5
887.5	54.01363	60.63	5.68	909.6	85.2
888.5	54.09913	66.45	6.83	999.9	102.8
889.5	54.18090				
890.5	54.26043	51.95	5.45	830.1	87.1
891.5	54.34324	71.77	6.29	1059.6	92.8
892.5	54.43132	58.20	8.41	831.6	120.2
893.5	54.52178	65.75	12.41	927.6	175.0
894.5	54.61233	70.99	11.05	984.1	153.1
895.5	54.70622	57.86	5.54	791.5	75.8
896.5	54.79700	54.06	4.21	799.4	62.3
897.5	54.88126	51.24	6.52	769.0	97.9
898.5	54.96587	48.36	6.66	751.8	103.5
899.5	55.04841	58.39	5.20	880.1	78.4
900.5	55.13432				
901.5	55.22016	68.12	8.85	1006.0	130.7
902.5	55.30615	60.13	8.58	896.0	127.9
903.5	55.39497	65.68	13.09	934.8	186.3
904.5	55.48370	62.27	16.78	912.8	245.9
905.5	55.57166	61.61	17.64	882.2	252.6
906.5	55.66366	61.16	12.84	827.0	173.6
907.5	55.76133	60.58	8.16	813.1	109.6
908.5	55.85452	65.08	14.17	880.9	191.7
909.5	55.95179	62.90	14.70	840.2	196.3
910.5	56.04711				
911.5	56.14182				
912.5	56.23038	64.39	14.37	935.9	208.9
913.5	56.32174	65.81	14.99	927.4	211.2
914.5	56.41110	56.30	15.89	815.1	230.0
915.5	56.50073	57.72	14.70	836.7	213.2
916.5	56.58808	53.82	13.38	798.0	198.3
917.5	56.67758	51.34	5.04	745.8	73.3
918.5	56.76614	55.35	6.08	822.0	90.3
919.5	56.84962	57.05	9.29	889.5	144.8
920.5	56.93192	54.64	7.95	860.7	125.3
921.5	57.01514	52.89	8.73	816.0	134.6
922.5	57.09791				
923.5	57.17564	52.64	10.72	871.3	177.4
924.5	57.25377	51.07	6.98	862.8	118.0
925.5	57.33330	61.10	6.97	939.6	107.2
926.5	57.42084	55.52	8.57	834.5	128.9
927.5	57.50384	45.77	6.25	730.1	99.7
928.5	57.58675	48.68	1.88	746.1	28.8
929.5	57.66903	46.19	2.38	753.5	38.8
930.5	57.75150	61.46	5.61	918.4	83.8
931.5	57.83980	58.45	7.20	877.1	108.0
932.5	57.92419	51.58	6.54	810.6	102.8
933.5	58.00606				
934.5	58.08515	54.77	4.54	887.1	73.6
935.5	58.16624	51.31	4.27	859.4	71.5
936.5	58.24270	43.90	4.64	746.4	78.8
937.5	58.31922	43.23	5.53	744.8	95.3
938.5	58.39492	44.75	4.71	750.9	79.0
939.5	58.47477	53.42	3.20	873.1	52.4
940.5	58.55219	40.12	1.93	710.8	34.2
941.5	58.62566	48.39	3.96	830.4	67.9
942.5	58.70249	46.15	3.78	785.7	64.4
943.5	58.77965	48.65	3.89	810.6	64.8
944.5	58.85948				
945.5	58.94014	50.26	3.37	820.6	55.0
946.5	59.02013	50.96	4.90	840.7	80.9
947.5	59.09839	46.94	5.63	791.6	95.0
948.5	59.17930	47.01	6.64	751.1	106.1
949.5	59.25778	44.38	8.45	737.2	140.4
950.5	59.34165	44.67	3.12	680.0	47.5
951.5	59.42589	42.08	3.70	690.1	60.6
952.5	59.50540	47.90	6.62	761.9	105.4
953.5	59.58931	58.15	9.01	922.5	142.9
954.5	59.67288	57.96	9.96	877.7	150.8
955.5	59.75938				
956.5	59.83889	49.47	7.03	812.9	115.4
957.5	59.92037	49.59	8.52	771.1	132.5
958.5	60.00698	57.67	9.35	876.1	142.1
959.5	60.09391	57.38	12.78	856.8	190.9
960.5	60.18421	58.50	13.59	845.4	196.3
961.5	60.27400	52.71	8.31	788.2	124.2
962.5	60.36441	52.16	8.69	754.1	125.7
963.5	60.45134	58.94	15.08	894.5	228.9
964.5	60.54028	60.65	12.67	930.2	194.4
965.5	60.62362	57.85	11.59	912.3	182.8
966.5	60.71053				
967.5	60.80154	63.27	11.99	911.6	172.7
968.5	60.89160	55.44	13.35	836.3	201.3
969.5	60.98022	59.13	15.39	861.3	224.2
970.5	61.07131	57.32	17.22	846.1	254.1
971.5	61.16038	58.80	14.64	870.5	216.8
972.5	61.25077	49.75	9.69	720.9	140.4
973.5	61.34293	51.07	12.13	731.7	173.8
974.5	61.43742	62.25	15.76	864.9	219.0
975.5	61.53138	63.71	20.47	912.1	293.1
976.5	61.62502	63.96	23.65	896.7	331.6
977.5	61.71967				
978.5	61.81419	68.09	13.12	940.5	181.2
979.5	61.91367	71.70	15.83	940.8	207.7
980.5	62.01726	68.71	19.24	877.7	245.8
981.5	62.11877	63.58	25.11	850.1	335.8
982.5	62.21869	62.85	23.93	827.2	314.9
983.5	62.32242	56.02	20.40	706.3	257.2
984.5	62.42796	54.42	22.46	734.4	303.1
985.5	62.52802	60.24	34.86	754.2	436.4
986.5	62.63565	60.27	34.95	756.8	438.9
987.5	62.74044				
988.5	62.84909				
989.5	62.95815	65.27	30.86	815.9	385.8
990.5	63.07303	71.34	31.50	814.1	359.4
991.5	63.18606	67.82	32.35	808.3	385.6
992.5	63.29810	70.35	32.76	849.0	395.4
993.5	63.40961	69.41	24.69	843.7	300.1
994.5	63.51781	59.14	11.42	764.7	147.7
995.5	63.61500	51.43	12.64	748.0	183.9
996.5	63.70985	69.28	18.34	974.5	258.0
997.5	63.80781	70.92	13.98	941.0	185.4
998.5	63.90818	81.34	0.00	1124.4	0.0
999.5	64.00359				
1000.5	64.10557	85.00	16.36	1072.2	206.4
1001.5	64.21308	72.48	21.02	915.1	265.4
1002.5	64.32294	69.32	22.74	849.3	278.6
1003.5	64.43050	64.45	26.58	820.5	338.4
1004.5	64.53845	73.73	26.75	914.6	331.8
1005.5	64.64654	63.51	19.94	790.0	248.1
1006.5	64.75596	62.39	23.23	771.8	287.4
1007.5	64.86770	63.64	21.77	779.9	266.8
1008.5	64.97684	60.42	29.81	775.4	382.6
1009.5	65.07974	70.40	27.68	915.1	359.8
1010.5	65.18917				
1011.5	65.29862	67.38	44.95	833.0	555.7
1012.5	65.40971	72.17	44.35	865.0	531.5
1013.5	65.52282	92.05	52.21	1114.6	632.2
1014.5	65.63569	76.07	40.41	934.8	496.6
1015.5	65.74740	73.49	31.91	877.8	381.2
1016.5	65.86330	59.93	23.66	717.2	283.1
1017.5	65.97693	62.88	27.06	739.4	318.2
1018.5	66.09459	68.47	33.19	803.5	389.5
1019.5	66.21217	74.56	26.17	867.5	304.5
1020.5	66.32754	78.42	27.91	949.2	337.8
1021.5	66.43989				
1022.5	66.54724	78.00	25.54	970.6	317.8
1023.5	66.66155	68.91	29.99	860.8	374.6
1024.5	66.77270	69.52	32.24	841.2	390.1
1025.5	66.88578	68.31	40.04	841.2	493.1
1026.5	66.99938	77.25	38.49	916.7	456.8
1027.5	67.11470	64.08	35.23	768.3	422.4
1028.5	67.23135	69.15	32.85	814.6	387.0
1029.5	67.34685	63.51	43.81	773.6	533.6
1030.5	67.46152	56.85	33.01	686.6	398.6
1031.5	67.57214	73.74	25.64	943.9	328.2
1032.5	67.68317				
1033.5	67.79796	72.09	29.31	940.2	382.2
1034.5	67.90289	73.46	31.35	925.5	395.0
1035.5	68.01232	69.84	27.98	876.3	351.1
1036.5	68.12783	69.90	34.46	812.5	400.6
1037.5	68.24796	70.78	29.47	845.9	352.1
1038.5	68.35637	56.74	16.04	761.5	215.2
1039.5	68.46016	57.69	11.84	780.9	160.3
1040.5	68.56345	63.30	19.90	847.6	266.4
1041.5	68.66956	63.18	21.20	812.0	272.5
1042.5	68.78044	78.72	23.98	959.3	292.2
1043.5	68.89662				
1044.5	69.01534	76.60	21.64	899.0	253.9
1045.5	69.13480	75.56	23.29	894.9	275.9
1046.5	69.25050	71.25	19.92	856.6	239.4
1047.5	69.36604	73.22	17.92	926.0	226.7
1048.5	69.47228	68.94	14.18	899.2	184.9
1049.5	69.58338	61.12	8.10	783.5	103.8
1050.5	69.68575	57.71	8.47	816.4	119.8
1051.5	69.78632	57.42	9.38	792.0	129.3
1052.5	69.89133	54.41	7.92	728.1	106.0
1053.5	69.99475	64.41	6.33	888.3	87.4
1054.5	70.09619				
1055.5	70.19428	57.44	3.50	856.2	52.1
1056.5	70.29141	59.89	2.77	874.7	40.4
1057.5	70.38460	54.25	2.53	820.4	38.3
1058.5	70.47696	59.92	3.09	947.9	48.9
1059.5	70.56338	49.20	2.60	806.1	42.6
1060.5	70.64950	44.23	0.39	735.1	6.5
1061.5	70.73257	43.76	2.00	749.3	34.3
1062.5	70.81708	45.38	5.23	750.0	86.4
1063.5	70.90427	52.38	3.98	812.5	61.7
1064.5	71.00088	57.22	5.03	846.2	74.4
1065.5	71.09262				
1066.5	71.18606	53.11	2.83	823.4	43.9
1067.5	71.27589	58.07	2.29	919.5	36.3
1068.5	71.36885	59.75	3.82	874.9	55.9
1069.5	71.46678	55.55	6.40	818.3	94.2
1070.5	71.56130	50.70	7.97	786.2	123.6
1071.5	71.65424	52.10	2.13	776.2	31.7
1072.5	71.75006	53.17	1.30	785.7	19.2
1073.5	71.84715	51.56	3.99	762.1	59.0
1074.5	71.94416	52.60	4.73	762.4	68.5
1075.5	72.04391	59.02	3.26	832.7	46.1
1076.5	72.14710				
1077.5	72.24939	61.00	14.35	844.7	198.7
1078.5	72.35724	71.81	17.59	913.0	223.7
1079.5	72.46986	65.26	11.81	848.6	153.5
1080.5	72.58038	66.83	10.49	864.3	135.7
1081.5	72.69002	64.74	7.95	866.7	106.5
1082.5	72.79553	60.31	3.05	825.2	41.7
1083.5	72.89948	67.38	3.13	945.3	43.9
1084.5	73.00172	57.73	6.47	824.0	92.3
1085.5	73.10003	52.61	4.60	782.6	68.5
1086.5	73.19614	56.21	4.43	833.8	65.8
1087.5	73.29477				
1088.5	73.39201	60.76	3.23	904.8	48.0
1089.5	73.49039	60.46	3.48	911.4	52.4
1090.5	73.58355	54.16	3.65	822.4	55.4
1091.5	73.67745	49.19	7.20	765.2	112.0
1092.5	73.77059	56.22	3.21	867.2	49.5
1093.5	73.86325	45.07	1.18	731.1	19.1
1094.5	73.94732	38.47	0.88	672.3	15.3
1095.5	74.03320	48.95	2.73	814.8	45.5
1096.5	74.11873	45.93	3.11	789.8	53.5
1097.5	74.20318	44.31	2.71	772.3	47.3
1098.5	74.28687				
1099.5	74.37234	43.31	2.62	748.5	45.3
1100.5	74.45521	42.10	1.96	759.4	35.3
1101.5	74.53229	38.07	1.86	723.4	35.3
1102.5	74.61035	41.29	2.38	766.3	44.1
1103.5	74.69100	44.59	2.54	773.7	44.1
1104.5	74.77692	45.68	0.89	770.0	15.0
1105.5	74.86396	44.61	1.24	739.0	20.5
1106.5	74.95278	47.97	2.87	783.0	46.9
1107.5	75.04398	60.09	5.12	941.4	80.2
1108.5	75.13729	49.73	4.37	790.7	69.5
1109.5	75.22846				
1110.5	75.32072	49.81	4.44	783.1	69.8
1111.5	75.41579	57.03	4.85	862.7	73.4
1112.5	75.51263	56.92	6.23	856.9	93.8
1113.5	75.61115	58.30	8.93	855.5	131.0
1114.5	75.71349	59.36	11.02	846.7	157.1
1115.5	75.81885	56.74	4.95	768.3	67.0
1116.5	75.92647	52.37	5.89	744.1	83.6
1117.5	76.02769	45.95	7.73	680.8	114.5
1118.5	76.12461	44.22	12.79	658.3	190.4
1119.5	76.22749	48.81	11.40	703.9	164.3
1120.5	76.32677				
1121.5	76.42478	58.67	10.66	843.2	153.3
1122.5	76.52661	56.42	10.97	842.5	163.8
1123.5	76.62470	57.52	11.12	884.7	171.1
1124.5	76.72343	51.70	12.84	749.9	186.3
1125.5	76.82562	44.59	8.48	654.5	124.4
1126.5	76.92538	43.99	3.32	666.3	50.3
1127.5	77.02083	50.51	3.32	793.7	52.2
1128.5	77.11577	47.50	7.02	731.9	108.2
1129.5	77.21062	47.80	7.18	763.9	114.8
1130.5	77.30398	43.42	7.80	694.0	124.8
1131.5	77.39679				
1132.5	77.49725	57.41	8.54	849.5	126.3
1133.5	77.59598	58.88	8.11	868.6	119.6
1134.5	77.69913	54.84	9.59	794.6	138.9
1135.5	77.80030	51.74	9.48	772.1	141.5
1136.5	77.89988	49.87	7.89	748.5	118.5
1137.5	77.99886	45.66	6.13	706.4	94.9
1138.5	78.09445	44.96	5.67	686.5	86.5
1139.5	78.19086	44.79	5.67	711.1	90.1
1140.5	78.28885	49.73	7.09	735.0	104.7
1141.5	78.38730	46.21	6.15	738.3	98.3
1142.5	78.47964				
1143.5	78.57418	41.24	6.76	665.5	109.1
1144.5	78.66547	50.70	7.69	841.6	127.7
1145.5	78.75428	44.36	6.64	753.3	112.7
1146.5	78.84473	53.72	11.03	872.9	179.3
1147.5	78.93731	42.75	7.56	695.0	123.0
1148.5	79.03175	42.96	4.42	663.7	68.3
1149.5	79.12720	40.15	4.91	653.3	79.9
1150.5	79.21922	39.86	5.05	651.8	82.6
1151.5	79.30970	36.66	3.08	637.8	53.5
1152.5	79.39536	43.73	2.86	759.0	49.7
1153.5	79.48398				
1154.5	79.57551	46.53	4.19	770.0	69.4
1155.5	79.66536	40.84	4.82	709.1	83.7
1156.5	79.74958	38.55	4.99	685.5	88.8
1157.5	79.83742	39.90	5.26	671.9	88.6
1158.5	79.92851	43.95	6.16	724.0	101.6
1159.5	80.01953	36.55	3.25	623.5	55.5
1160.5	80.10660	32.91	3.45	581.7	61.0
1161.5	80.19027	34.35	3.59	605.6	63.3
1162.5	80.27943	30.29	4.19	520.2	72.0
1163.5	80.36683	34.98	4.47	620.3	79.3
1164.5	80.45312				
1165.5	80.54175	38.30	3.96	662.1	68.5
1166.5	80.62882	36.46	3.16	651.7	56.4
1167.5	80.71336	37.83	3.35	671.2	59.5
1168.5	80.79959	35.35	4.82	625.8	85.3
1169.5	80.88640	35.53	4.73	613.5	81.7
1170.5	80.97549	30.01	1.93	510.2	32.8
1171.5	81.06536	31.17	3.10	533.4	53.0
1172.5	81.15499	36.71	3.72	614.2	62.2
1173.5	81.24577	36.97	3.11	641.3	53.9
1174.5	81.33054	35.22	2.93	649.9	54.0
1175.5	81.41434				
1176.5	81.50318	36.21	2.91	641.5	51.6
1177.5	81.58687	32.95	4.09	605.4	75.2
1178.5	81.67045	34.42	3.41	652.8	64.7
1179.5	81.74774	31.12	3.31	617.4	65.7
1180.5	81.82649	28.74	4.29	551.2	82.4
1181.5	81.90715	15.83	1.69	299.2	32.0
1182.5	81.99186	17.99	1.57	323.6	28.2
1183.5	82.07521	36.63	2.03	680.2	37.7
1184.5	82.15711	28.43	2.08	531.9	38.9
1185.5	82.23782	28.81	2.18	566.9	42.8
1186.5	82.31369				
1187.5	82.38952	30.73	2.78	624.3	56.5
1188.5	82.46535	32.09	2.90	640.0	57.7
1189.5	82.54278	28.70	2.61	562.3	51.1
1190.5	82.62223	26.09	3.41	528.1	69.0
1191.5	82.69479	25.95	2.39	543.1	50.1
1192.5	82.77079	14.32	0.97	292.8	19.7
1193.5	82.84616	14.70	1.18	293.7	23.6
1194.5	82.92451	27.92	1.94	556.4	38.7
1195.5	83.00091	30.45	1.84	622.4	37.5
1196.5	83.07580	27.82	1.49	583.4	31.2
1197.5	83.14787				
1198.5	83.21949	24.18	1.42	521.7	30.7
1199.5	83.29060	25.03	2.03	550.0	44.5
1200.5	83.36336	28.16	1.64	573.1	33.4
1201.5	83.44085	27.12	2.31	538.2	45.9
1202.5	83.51851	27.66	2.25	557.3	45.3
1203.5	83.59712	46.90	1.51	920.5	29.5
1204.5	83.67468	31.26	1.22	634.8	24.8
1205.5	83.74915	25.48	1.36	543.4	29.0
1206.5	83.82570	29.83	1.78	578.0	34.4
1207.5	83.90495	33.10	1.23	659.3	24.5
1208.5	83.98159				
1209.5	84.05791	37.14	2.46	743.7	49.2
1210.5	84.13786	36.90	1.09	722.7	21.4
1211.5	84.21863	37.05	1.48	692.8	27.6
1212.5	84.30133	32.55	1.96	615.2	37.0
1213.5	84.38318	31.71	3.17	616.4	61.6
1214.5	84.46270	50.58	1.57	979.1	30.5
1215.5	84.54397	31.26	1.22	601.1	23.5
1216.5	84.62400	34.70	1.66	695.0	33.3
1217.5	84.70257	35.18	2.00	678.5	38.6
1218.5	84.78668	41.13	1.22	755.3	22.4
1219.5	84.87040				
1220.5	84.95570	43.43	1.64	776.2	29.4
1221.5	85.04163	44.19	1.51	810.2	27.8
1222.5	85.12877	41.89	2.94	762.7	53.4
1223.5	85.21029	37.71	5.12	748.2	101.7
1224.5	85.29325	34.47	4.63	627.8	84.3
1225.5	85.37991	37.00	2.06	667.2	37.2
1226.5	85.46776	38.61	2.40	696.0	43.3
1227.5	85.55491	42.84	3.19	760.7	56.7
1228.5	85.64423	43.59	2.92	775.4	51.9
1229.5	85.73224	44.78	3.26	791.9	57.7
1230.5	85.82351				
1231.5	85.91604	44.43	2.61	765.4	45.0
1232.5	86.00574	44.31	2.99	791.4	53.5
1233.5	86.09426	43.60	4.25	775.7	75.6
1234.5	86.18480	40.73	5.16	693.1	87.8
1235.5	86.27845	41.60	5.63	707.0	95.6
1236.5	86.37115	37.50	2.61	639.7	44.6
1237.5	86.46554	46.65	3.28	765.5	53.9
1238.5	86.56389	50.36	5.52	797.5	87.5
1239.5	86.66525	45.82	6.84	742.6	110.8
1240.5	86.76033	52.92	8.21	867.1	134.5
1241.5	86.85907				
1242.5	86.95700	54.44	4.63	872.9	74.3
