/* DATA DESCRIPTION:
Citation:	Augustin, Laurent; Barbante, Carlo; Barnes, Piers R F; Barnola, Jean-Marc; Bigler, Matthias; Castellano, Emiliano; Cattani, Olivier; Chappellaz, Jérôme A; Dahl-Jensen, Dorthe; Delmonte, Barbara; Dreyfus, Gabrielle; Durand, Gael; Falourd, Sonia; Fischer, Hubertus; Flückiger, Jacqueline; Hansson, Margareta E; Huybrechts, Philippe; Jugie, Gérard; Johnsen, Sigfús Jóhann; Jouzel, Jean; Kaufmann, Patrik R; Kipfstuhl, Sepp; Lambert, Fabrice; Lipenkov, Vladimir Ya; Littot, Geneviève C; Longinelli, Antonio; Lorrain, Reginald D; Maggi, Valter; Masson-Delmotte, Valerie; Miller, Heinz; Mulvaney, Robert; Oerlemans, Johannes; Oerter, Hans; Orombelli, Giuseppe; Parrenin, Frédéric; Peel, David A; Petit, Jean Robert; Raynaud, Dominique; Ritz, Catherine; Ruth, Urs; Schwander, Jakob; Siegenthaler, Urs; Souchez, Roland A; Stauffer, Bernhard; Steffensen, Jørgen Peder; Stenni, Barbara; Stocker, Thomas F; Tabacco, Ignazio; Udisti, Roberto; van de Wal, Roderik S W; van den Broeke, Michiel R; Wilhelms, Frank; Winther, Jan-Gunnar; Wolff, Eric William; Zucchelli, Mario (2004): Dome C age scale EDC2 for ice core EDC [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.198749, 
	In supplement to: Augustin, L et al. (2004): Eight glacial cycles from an Antarctic ice core. Nature, 429(6992), 623-628, https://doi.org/10.1038/nature02599
Further details:	Documentation of EPICA Dome C. hdl:10013/epic.32364.d001
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: https://en.wikipedia.org/wiki/European_Project_for_Ice_Coring_in_Antarctica)
Funding:	Fifth Framework Programme (FP5), grant/award no. EVK2-CT-2000-00077: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/EVK2-CT-2000-00077)
	Fourth Framework Programme (FP4), grant/award no. ENV4980702: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/ENV4980702)
Coverage:	LATITUDE: -75.100000 * LONGITUDE: 123.350000
	DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00
	MINIMUM DEPTH, ice/snow: 0 m * MAXIMUM DEPTH, ice/snow: 3190 m
Event(s):	EDC (EPICA Dome C) (URI: https://en.wikipedia.org/wiki/Dome_C) * LATITUDE: -75.100000 * LONGITUDE: 123.350000 * DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00 * ELEVATION: 3233.0 m * Recovery: 3300 m * LOCATION: Dome C, Antarctica * CAMPAIGN: Dome C * METHOD/DEVICE: Ice drill (ICEDRILL) * COMMENT: Drill site is 56 km from the site of a previous Dome C core that provided records extending into the last glacial period, and 560 km from the site of the Vostok cores. The completion of the Dome C core was delayed when the first drilling became stuck at 788 m in 1999 (EDC96).
Comment:	EDC2 timescale, adopted by SC December 2003. EDC2 was recommended for all EPICA papers below 800 m until EDC3 was adopted. Matches EDC1 (doi:10.1594/PANGAEA.198748) at 800 m in ice scale. EDC1 was recommended above 800 m. However, the new timescale EDC3 (doi:10.1594/PANGAEA.671367) has been recommended since mid 2007, and supersedes both EDC1 and EDC2 which are now only shown for reference, to enable those using older papers to understand what was used.
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	Age model [ka] (Age model) * PI: Schwander, Jakob (schwander@climate.unibe.ch) * METHOD/DEVICE: Age model, ice flow model * COMMENT: EDC2 time scale
	Gas age [ka BP] (Gas age) * PI: Schwander, Jakob (schwander@climate.unibe.ch) * METHOD/DEVICE: Age model, ice flow model * COMMENT: EDC2 time scale
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	6281 data points
*/
Depth ice/snow [m]	Age model [ka]	Gas age [ka BP]
2120	203.941	200.476
2121	204.124	200.686
2122	204.307	200.898
2123	204.489	201.116
2124	204.670	201.333
2125	204.852	201.553
2126	205.033	201.769
2127	205.215	201.983
2128	205.395	202.197
2129	205.575	202.412
2130	205.754	202.630
2131	205.933	202.851
2132	206.111	203.062
2133	206.287	203.266
2134	206.463	203.464
2135	206.636	203.660
2136	206.806	203.850
2137	206.977	204.037
2138	207.150	204.222
2139	207.327	204.407
2140	207.505	204.595
2141	207.681	204.785
2142	207.855	204.976
2143	208.028	205.165
2144	208.198	205.354
2145	208.366	205.542
2146	208.532	205.727
2147	208.696	205.914
2148	208.861	206.094
2149	209.028	206.274
2150	209.198	206.453
2151	209.368	206.631
2152	209.534	206.811
2153	209.699	206.992
2154	209.865	207.173
2155	210.034	207.357
2156	210.204	207.540
2157	210.373	207.721
2158	210.541	207.897
2159	210.710	208.070
2160	210.882	208.239
2161	211.058	208.405
2162	211.236	208.574
2163	211.412	208.741
2164	211.587	208.914
2165	211.764	209.082
2166	211.946	209.248
2167	212.130	209.415
2168	212.314	209.583
2169	212.497	209.752
2170	212.678	209.924
2171	212.858	210.093
2172	213.038	210.264
2173	213.214	210.438
2174	213.385	210.612
2175	213.553	210.789
2176	213.721	210.967
2177	213.888	211.146
2178	214.055	211.324
2179	214.224	211.502
2180	214.396	211.683
2181	214.569	211.870
2182	214.747	212.055
2183	214.930	212.240
2184	215.117	212.425
2185	215.305	212.608
2186	215.496	212.786
2187	215.692	212.960
2188	215.894	213.129
2189	216.103	213.293
2190	216.314	213.457
2191	216.527	213.619
2192	216.743	213.779
2193	216.962	213.939
2194	217.185	214.101
2195	217.409	214.267
2196	217.632	214.438
2197	217.855	214.609
2198	218.082	214.785
2199	218.312	214.964
2200	218.552	215.137
2201	218.803	215.322
2202	219.059	215.511
2203	219.321	215.706
2204	219.587	215.908
2205	219.859	216.109
2206	220.142	216.312
2207	220.441	216.511
2208	220.750	216.727
2209	221.045	216.954
2210	221.339	217.160
2211	221.642	217.375
2212	221.947	217.588
2213	222.259	217.799
2214	222.573	218.022
2215	222.893	218.243
2216	223.212	218.490
2217	223.525	218.737
2218	223.836	218.996
2219	224.137	219.268
2220	224.426	219.539
2221	224.706	219.832
2222	224.973	220.137
2223	225.224	220.461
2224	225.475	220.755
2225	225.733	221.055
2226	225.985	221.375
2227	226.241	221.678
2228	226.521	221.982
2229	226.813	222.320
2230	227.114	222.643
2231	227.427	222.986
2232	227.737	223.319
2233	228.039	223.653
2234	228.323	223.980
2235	228.585	224.287
2236	228.852	224.544
2237	229.137	224.799
2238	229.435	225.037
2239	229.739	225.290
2240	230.039	225.547
2241	230.329	225.820
2242	230.611	226.083
2243	230.888	226.392
2244	231.166	226.698
2245	231.450	227.027
2246	231.731	227.364
2247	232.015	227.686
2248	232.295	228.004
2249	232.558	228.305
2250	232.812	228.583
2251	233.070	228.878
2252	233.329	229.204
2253	233.584	229.532
2254	233.832	229.864
2255	234.073	230.179
2256	234.312	230.481
2257	234.551	230.776
2258	234.787	231.079
2259	235.014	231.392
2260	235.241	231.681
2261	235.465	231.996
2262	235.682	232.279
2263	235.897	232.554
2264	236.115	232.817
2265	236.334	233.095
2266	236.550	233.363
2267	236.769	233.621
2268	236.986	233.881
2269	237.204	234.120
2270	237.427	234.371
2271	237.642	234.620
2272	237.852	234.857
2273	238.061	235.088
2274	238.275	235.309
2275	238.493	235.534
2276	238.709	235.752
2277	238.921	235.981
2278	239.122	236.211
2279	239.321	236.431
2280	239.516	236.662
2281	239.708	236.883
2282	239.900	237.111
2283	240.090	237.341
2284	240.279	237.562
2285	240.462	237.786
2286	240.640	238.008
2287	240.812	238.244
2288	240.980	238.468
2289	241.141	238.707
2290	241.295	238.919
2291	241.449	239.127
2292	241.602	239.334
2293	241.755	239.535
2294	241.908	239.739
2295	242.063	239.931
2296	242.224	240.127
2297	242.388	240.316
2298	242.550	240.505
2299	242.713	240.673
2300	242.881	240.842
2301	243.047	241.005
2302	243.211	241.159
2303	243.375	241.308
2304	243.547	241.449
2305	243.726	241.598
2306	243.914	241.737
2307	244.117	241.881
2308	244.322	242.039
2309	244.531	242.191
2310	244.748	242.348
2311	244.970	242.499
2312	245.201	242.654
2313	245.438	242.808
2314	245.686	242.956
2315	245.945	243.106
2316	246.217	243.253
2317	246.511	243.405
2318	246.819	243.576
2319	247.125	243.756
2320	247.419	243.958
2321	247.707	244.150
2322	247.995	244.352
2323	248.279	244.557
2324	248.566	244.766
2325	248.860	244.983
2326	249.160	245.210
2327	249.469	245.444
2328	249.790	245.694
2329	250.125	245.955
2330	250.469	246.250
2331	250.807	246.563
2332	251.137	246.880
2333	251.465	247.172
2334	251.810	247.444
2335	252.165	247.730
2336	252.514	248.016
2337	252.861	248.295
2338	253.210	248.582
2339	253.558	248.881
2340	253.896	249.196
2341	254.225	249.520
2342	254.561	249.845
2343	254.901	250.201
2344	255.236	250.541
2345	255.589	250.862
2346	255.945	251.212
2347	256.284	251.570
2348	256.611	251.946
2349	256.934	252.302
2350	257.265	252.652
2351	257.594	253.021
2352	257.913	253.376
2353	258.229	253.724
2354	258.545	254.058
2355	258.870	254.394
2356	259.210	254.735
2357	259.556	255.090
2358	259.899	255.456
2359	260.245	255.815
2360	260.592	256.161
2361	260.925	256.504
2362	261.253	256.824
2363	261.601	257.142
2364	261.967	257.462
2365	262.324	257.796
2366	262.668	258.108
2367	263.008	258.437
2368	263.329	258.785
2369	263.641	259.131
2370	263.959	259.480
2371	264.279	259.830
2372	264.599	260.184
2373	264.924	260.527
2374	265.257	260.861
2375	265.592	261.210
2376	265.936	261.573
2377	266.290	261.947
2378	266.639	262.312
2379	266.989	262.651
2380	267.358	262.973
2381	267.735	263.288
2382	268.114	263.601
2383	268.496	263.918
2384	268.882	264.233
2385	269.271	264.552
2386	269.662	264.879
2387	270.051	265.217
2388	270.443	265.551
2389	270.849	265.895
2390	271.261	266.251
2391	271.675	266.605
2392	272.093	266.969
2393	272.515	267.353
2394	272.938	267.741
2395	273.353	268.140
2396	273.766	268.527
2397	274.177	268.935
2398	274.582	269.331
2399	274.994	269.726
2400	275.397	270.139
2401	275.792	270.553
2402	276.200	270.970
2403	276.613	271.402
2404	277.025	271.835
2405	277.419	272.290
2406	277.810	272.709
2407	278.222	273.128
2408	278.635	273.557
2409	279.042	273.977
2410	279.438	274.403
2411	279.809	274.837
2412	280.160	275.257
2413	280.514	275.652
2414	280.878	276.073
2415	281.248	276.492
2416	281.613	276.926
2417	281.968	277.332
2418	282.320	277.752
2419	282.673	278.186
2420	283.042	278.599
2421	283.403	279.042
2422	283.750	279.427
2423	284.091	279.801
2424	284.424	280.157
2425	284.759	280.524
2426	285.092	280.907
2427	285.421	281.285
2428	285.749	281.654
2429	286.067	282.025
2430	286.379	282.391
2431	286.690	282.773
2432	287.004	283.151
2433	287.320	283.510
2434	287.632	283.870
2435	287.938	284.220
2436	288.241	284.568
2437	288.544	284.914
2438	288.854	285.246
2439	289.166	285.587
2440	289.470	285.924
2441	289.758	286.257
2442	290.036	286.582
2443	290.317	286.899
2444	290.610	287.221
2445	290.916	287.534
2446	291.242	287.838
2447	291.579	288.156
2448	291.917	288.472
2449	292.265	288.787
2450	292.621	289.100
2451	292.988	289.387
2452	293.377	289.654
2453	293.767	289.935
2454	294.150	290.210
2455	294.547	290.489
2456	294.948	290.803
2457	295.334	291.139
2458	295.699	291.486
2459	296.047	291.831
2460	296.398	292.177
2461	296.766	292.536
2462	297.156	292.908
2463	297.562	293.315
2464	297.967	293.715
2465	298.365	294.130
2466	298.753	294.552
2467	299.141	294.954
2468	299.527	295.338
2469	299.902	295.696
2470	300.257	296.059
2471	300.611	296.413
2472	300.991	296.793
2473	301.394	297.200
2474	301.806	297.619
2475	302.204	298.048
2476	302.587	298.451
2477	302.965	298.862
2478	303.338	299.267
2479	303.704	299.662
2480	304.071	300.030
2481	304.441	300.404
2482	304.807	300.815
2483	305.163	301.259
2484	305.510	301.706
2485	305.868	302.116
2486	306.242	302.519
2487	306.632	302.895
2488	307.055	303.260
2489	307.491	303.636
2490	307.921	304.009
2491	308.346	304.384
2492	308.756	304.746
2493	309.153	305.092
2494	309.561	305.418
2495	309.985	305.780
2496	310.400	306.164
2497	310.804	306.579
2498	311.200	307.027
2499	311.594	307.474
2500	311.986	307.920
2501	312.372	308.349
2502	312.756	308.762
2503	313.130	309.184
2504	313.490	309.628
2505	313.837	310.071
2506	314.175	310.498
2507	314.511	310.913
2508	314.847	311.324
2509	315.179	311.739
2510	315.511	312.140
2511	315.846	312.544
2512	316.167	312.945
2513	316.469	313.321
2514	316.776	313.663
2515	317.103	314.002
2516	317.434	314.345
2517	317.770	314.680
2518	318.116	315.017
2519	318.472	315.346
2520	318.844	315.672
2521	319.232	315.980
2522	319.620	316.283
2523	320.006	316.578
2524	320.387	316.906
2525	320.755	317.234
2526	321.113	317.573
2527	321.464	317.918
2528	321.815	318.278
2529	322.159	318.665
2530	322.493	319.068
2531	322.819	319.480
2532	323.134	319.888
2533	323.448	320.283
2534	323.754	320.670
2535	324.053	321.038
2536	324.346	321.409
2537	324.630	321.778
2538	324.908	322.133
2539	325.186	322.475
2540	325.466	322.807
2541	325.745	323.134
2542	326.022	323.457
2543	326.293	323.773
2544	326.558	324.079
2545	326.819	324.373
2546	327.080	324.655
2547	327.342	324.941
2548	327.606	325.224
2549	327.871	325.510
2550	328.137	325.792
2551	328.400	326.077
2552	328.658	326.346
2553	328.916	326.611
2554	329.177	326.870
2555	329.438	327.140
2556	329.691	327.407
2557	329.949	327.674
2558	330.208	327.947
2559	330.461	328.218
2560	330.710	328.480
2561	330.958	328.744
2562	331.210	329.005
2563	331.468	329.271
2564	331.724	329.531
2565	331.981	329.787
2566	332.241	330.051
2567	332.500	330.308
2568	332.749	330.569
2569	332.991	330.817
2570	333.229	331.081
2571	333.455	331.349
2572	333.671	331.619
2573	333.885	331.885
2574	334.096	332.165
2575	334.296	332.439
2576	334.492	332.697
2577	334.685	332.953
2578	334.876	333.197
2579	335.062	333.428
2580	335.253	333.642
2581	335.454	333.857
2582	335.660	334.066
2583	335.873	334.257
2584	336.093	334.450
2585	336.318	334.633
2586	336.553	334.812
2587	336.804	334.982
2588	337.072	335.165
2589	337.351	335.353
2590	337.646	335.545
2591	337.960	335.740
2592	338.283	335.948
2593	338.605	336.159
2594	338.937	336.376
2595	339.287	336.603
2596	339.661	336.847
2597	340.058	337.107
2598	340.484	337.372
2599	340.938	337.662
2600	341.421	337.957
2601	341.951	338.247
2602	342.527	338.543
2603	343.117	338.863
2604	343.703	339.199
2605	344.286	339.560
2606	344.861	339.942
2607	345.424	340.360
2608	345.984	340.802
2609	346.553	341.284
2610	347.131	341.826
2611	347.697	342.435
2612	348.240	343.044
2613	348.780	343.639
2614	349.324	344.234
2615	349.838	344.847
2616	350.328	345.417
2617	350.814	346.000
2618	351.313	346.578
2619	351.819	347.185
2620	352.326	347.746
2621	352.856	348.293
2622	353.391	348.859
2623	353.923	349.397
2624	354.472	349.884
2625	355.034	350.373
2626	355.607	350.856
2627	356.203	351.355
2628	356.805	351.864
2629	357.400	352.386
2630	358.001	352.924
2631	358.607	353.459
2632	359.202	354.012
2633	359.785	354.577
2634	360.369	355.152
2635	360.953	355.750
2636	361.535	356.373
2637	362.109	356.986
2638	362.664	357.618
2639	363.212	358.236
2640	363.741	358.875
2641	364.257	359.469
2642	364.789	360.072
2643	365.338	360.672
2644	365.891	361.283
2645	366.433	361.878
2646	366.969	362.453
2647	367.509	363.004
2648	368.050	363.544
2649	368.592	364.063
2650	369.150	364.599
2651	369.701	365.171
2652	370.230	365.742
2653	370.742	366.300
2654	371.232	366.858
2655	371.712	367.413
2656	372.198	367.974
2657	372.678	368.556
2658	373.145	369.153
2659	373.627	369.707
2660	374.145	370.242
2661	374.697	370.742
2662	375.267	371.234
2663	375.825	371.721
2664	376.368	372.205
2665	376.901	372.669
2666	377.431	373.128
2667	377.958	373.629
2668	378.483	374.173
2669	378.997	374.765
2670	379.498	375.354
2671	379.982	375.932
2672	380.453	376.485
2673	380.922	377.039
2674	381.375	377.601
2675	381.809	378.151
2676	382.263	378.671
2677	382.743	379.190
2678	383.231	379.685
2679	383.724	380.171
2680	384.206	380.649
2681	384.674	381.111
2682	385.140	381.542
2683	385.602	382.004
2684	386.037	382.507
2685	386.472	383.005
2686	386.939	383.513
2687	387.448	384.009
2688	387.989	384.496
2689	388.545	384.979
2690	389.098	385.450
2691	389.629	385.893
2692	390.147	386.332
2693	390.656	386.820
2694	391.152	387.355
2695	391.636	387.937
2696	392.107	388.526
2697	392.564	389.116
2698	393.001	389.677
2699	393.424	390.227
2700	393.834	390.766
2701	394.228	391.291
2702	394.620	391.789
2703	395.017	392.280
2704	395.401	392.752
2705	395.771	393.199
2706	396.138	393.627
2707	396.503	394.039
2708	396.876	394.438
2709	397.257	394.855
2710	397.628	395.254
2711	398.000	395.629
2712	398.373	396.006
2713	398.735	396.386
2714	399.086	396.776
2715	399.437	397.167
2716	399.790	397.550
2717	400.137	397.943
2718	400.481	398.327
2719	400.823	398.699
2720	401.163	399.057
2721	401.499	399.421
2722	401.828	399.784
2723	402.155	400.135
2724	402.485	400.485
2725	402.820	400.832
2726	403.153	401.181
2727	403.483	401.517
2728	403.813	401.847
2729	404.144	402.179
2730	404.466	402.521
2731	404.784	402.860
2732	405.110	403.192
2733	405.441	403.530
2734	405.767	403.869
2735	406.087	404.203
2736	406.409	404.518
2737	406.732	404.846
2738	407.054	405.181
2739	407.382	405.511
2740	407.713	405.836
2741	408.045	406.156
2742	408.379	406.480
2743	408.716	406.799
2744	409.056	407.124
2745	409.398	407.453
2746	409.746	407.781
2747	410.098	408.111
2748	410.459	408.443
2749	410.827	408.779
2750	411.198	409.117
2751	411.570	409.459
2752	411.943	409.806
2753	412.321	410.158
2754	412.703	410.526
2755	413.085	410.896
2756	413.468	411.271
2757	413.855	411.642
2758	414.250	412.018
2759	414.646	412.404
2760	415.035	412.788
2761	415.428	413.169
2762	415.823	413.556
2763	416.223	413.948
2764	416.631	414.347
2765	417.040	414.740
2766	417.455	415.123
2767	417.877	415.518
2768	418.302	415.909
2769	418.746	416.306
2770	419.210	416.711
2771	419.677	417.118
2772	420.152	417.529
2773	420.632	417.946
2774	421.096	418.383
2775	421.530	418.851
2776	421.948	419.321
2777	422.387	419.787
2778	422.865	420.269
2779	423.370	420.741
2780	423.909	421.169
2781	424.500	421.560
2782	425.131	421.954
2783	425.795	422.375
2784	426.520	422.822
2785	427.324	423.292
2786	428.210	423.801
2787	429.124	424.375
2788	430.013	424.982
2789	430.892	425.621
2790	431.765	426.333
2791	432.654	427.134
2792	433.570	428.041
2793	434.475	428.986
2794	435.369	429.881
2795	436.245	430.779
2796	437.067	431.678
2797	437.839	432.613
2798	438.596	433.563
2799	439.382	434.485
2800	440.199	435.419
2801	440.977	436.335
2802	441.741	437.132
2803	442.551	437.889
2804	443.369	438.667
2805	444.165	439.489
2806	444.957	440.305
2807	445.723	441.079
2808	446.458	441.877
2809	447.221	442.705
2810	448.055	443.511
2811	448.928	444.317
2812	449.797	445.107
2813	450.655	445.844
2814	451.466	446.595
2815	452.239	447.398
2816	453.036	448.268
2817	453.883	449.163
2818	454.731	450.068
2819	455.563	450.918
2820	456.367	451.718
2821	457.112	452.525
2822	457.787	453.408
2823	458.414	454.316
2824	459.069	455.180
2825	459.804	456.028
2826	460.551	456.823
2827	461.229	457.530
2828	461.845	458.162
2829	462.475	458.798
2830	463.172	459.544
2831	463.885	460.334
2832	464.565	461.029
2833	465.219	461.643
2834	465.856	462.280
2835	466.486	463.002
2836	467.112	463.746
2837	467.736	464.444
2838	468.360	465.108
2839	468.973	465.762
2840	469.571	466.405
2841	470.158	467.048
2842	470.733	467.686
2843	471.302	468.328
2844	471.869	468.952
2845	472.436	469.560
2846	473.013	470.149
2847	473.607	470.723
2848	474.214	471.288
2849	474.827	471.852
2850	475.442	472.417
2851	476.061	472.993
2852	476.691	473.593
2853	477.318	474.211
2854	477.946	474.824
2855	478.584	475.443
2856	479.228	476.070
2857	479.873	476.707
2858	480.520	477.331
2859	481.186	477.960
2860	481.863	478.604
2861	482.546	479.246
2862	483.241	479.888
2863	483.927	480.544
2864	484.605	481.220
2865	485.280	481.902
2866	485.965	482.594
2867	486.677	483.294
2868	487.389	483.980
2869	488.084	484.661
2870	488.780	485.329
2871	489.513	486.021
2872	490.284	486.740
2873	491.068	487.444
2874	491.842	488.128
2875	492.608	488.829
2876	493.369	489.587
2877	494.132	490.375
2878	494.907	491.168
2879	495.668	491.958
2880	496.414	492.728
2881	497.157	493.502
2882	497.880	494.290
2883	498.605	495.080
2884	499.326	495.852
2885	500.029	496.619
2886	500.729	497.363
2887	501.424	498.098
2888	502.117	498.839
2889	502.806	499.557
2890	503.496	500.263
2891	504.193	500.972
2892	504.881	501.674
2893	505.566	502.368
2894	506.287	503.046
2895	507.029	503.748
2896	507.768	504.438
2897	508.529	505.107
2898	509.297	505.808
2899	510.062	506.547
2900	510.828	507.284
2901	511.590	508.041
2902	512.343	508.826
2903	513.087	509.595
2904	513.859	510.359
2905	514.695	511.108
2906	515.576	511.858
2907	516.484	512.578
2908	517.427	513.304
2909	518.379	514.096
2910	519.319	514.958
2911	520.247	515.852
2912	521.178	516.788
2913	522.103	517.757
2914	523.058	518.701
2915	524.042	519.647
2916	525.014	520.572
2917	525.981	521.504
2918	526.944	522.442
2919	527.929	523.437
2920	528.952	524.416
2921	529.985	525.391
2922	530.991	526.359
2923	531.984	527.333
2924	532.945	528.388
2925	533.822	529.479
2926	534.664	530.527
2927	535.545	531.551
2928	536.453	532.567
2929	537.325	533.483
2930	538.145	534.335
2931	538.922	535.238
2932	539.653	536.199
2933	540.386	537.101
2934	541.162	537.940
2935	541.974	538.719
2936	542.828	539.432
2937	543.714	540.144
2938	544.641	540.889
2939	545.604	541.684
2940	546.535	542.538
2941	547.429	543.424
2942	548.312	544.366
2943	549.173	545.375
2944	550.011	546.336
2945	550.839	547.255
2946	551.658	548.167
2947	552.461	549.051
2948	553.249	549.909
2949	553.996	550.771
2950	554.720	551.606
2951	555.450	552.435
2952	556.171	553.241
2953	556.894	553.984
2954	557.618	554.722
2955	558.320	555.467
2956	559.008	556.194
2957	559.703	556.932
2958	560.399	557.665
2959	561.087	558.367
2960	561.767	559.065
2961	562.449	559.772
2962	563.122	560.484
2963	563.793	561.174
2964	564.474	561.861
2965	565.156	562.546
2966	565.831	563.221
2967	566.512	563.898
2968	567.208	564.586
2969	567.900	565.270
2970	568.590	565.945
2971	569.276	566.641
2972	569.959	567.345
2973	570.643	568.043
2974	571.333	568.736
2975	572.033	569.417
2976	572.745	570.099
2977	573.458	570.787
2978	574.168	571.483
2979	574.889	572.186
2980	575.621	572.908
2981	576.360	573.617
2982	577.085	574.339
2983	577.797	575.072
2984	578.510	575.819
2985	579.225	576.564
2986	579.945	577.281
2987	580.682	577.994
2988	581.421	578.713
2989	582.146	579.431
2990	582.848	580.173
2991	583.528	580.929
2992	584.205	581.674
2993	584.887	582.395
2994	585.604	583.068
2995	586.374	583.729
2996	587.200	584.377
2997	588.105	585.032
2998	589.107	585.734
2999	590.184	586.484
3000	591.249	587.315
3001	592.285	588.233
3002	593.362	589.267
3003	594.464	590.371
3004	595.499	591.439
3005	596.432	592.516
3006	597.335	593.651
3007	598.312	594.762
3008	599.334	595.764
3009	600.308	596.665
3010	601.231	597.597
3011	602.162	598.631
3012	603.191	599.629
3013	604.282	600.571
3014	605.345	601.466
3015	606.373	602.432
3016	607.366	603.542
3017	608.334	604.657
3018	609.284	605.732
3019	610.209	606.773
3020	611.091	607.784
3021	611.933	608.770
3022	612.743	609.739
3023	613.516	610.673
3024	614.275	611.548
3025	615.030	612.389
3026	615.771	613.185
3027	616.508	613.949
3028	617.247	614.715
3029	617.991	615.458
3030	618.769	616.186
3031	619.563	616.920
3032	620.354	617.651
3033	621.146	618.415
3034	621.961	619.202
3035	622.800	619.985
3036	623.624	620.768
3037	624.483	621.545
3038	625.500	622.342
3039	626.734	623.117
3040	628.093	623.882
3041	629.475	624.739
3042	630.869	625.815
3043	632.276	627.120
3044	633.675	628.508
3045	635.007	629.927
3046	636.294	631.350
3047	637.565	632.802
3048	638.819	634.195
3049	640.094	635.501
3050	641.390	636.802
3051	642.642	638.080
3052	643.870	639.339
3053	645.163	640.636
3054	646.545	641.909
3055	647.951	643.115
3056	649.338	644.359
3057	650.769	645.697
3058	652.267	647.109
3059	653.756	648.501
3060	655.133	649.926
3061	656.416	651.442
3062	657.711	653.002
3063	659.027	654.472
3064	660.318	655.787
3065	661.547	657.097
3066	662.701	658.456
3067	663.866	659.785
3068	665.067	661.067
3069	666.196	662.261
3070	667.295	663.415
3071	668.476	664.630
3072	669.720	665.779
3073	670.923	666.866
3074	672.045	668.044
3075	673.146	669.322
3076	674.226	670.584
3077	675.270	671.739
3078	676.301	672.868
3079	677.313	673.977
3080	678.306	675.043
3081	679.280	676.096
3082	680.242	677.122
3083	681.212	678.125
3084	682.184	679.108
3085	683.137	680.080
3086	684.060	681.071
3087	684.971	682.059
3088	685.878	683.030
3089	686.750	683.966
3090	687.599	684.895
3091	688.456	685.813
3092	689.326	686.683
3093	690.197	687.535
3094	691.064	688.394
3095	691.938	689.268
3096	692.825	690.137
3097	693.720	691.001
3098	694.610	691.876
3099	695.507	692.764
3100	696.437	693.657
3101	697.394	694.539
3102	698.346	695.435
3103	699.281	696.371
3104	700.210	697.337
3105	701.147	698.293
3106	702.092	699.225
3107	703.058	700.143
3108	704.059	701.072
3109	705.090	702.005
3110	706.130	702.970
3111	707.164	703.974
3112	708.207	705.011
3113	709.266	706.049
3114	710.327	707.083
3115	711.389	708.121
3116	712.453	709.186
3117	713.540	710.234
3118	714.692	711.281
3119	715.912	712.311
3120	717.224	713.360
3121	718.625	714.478
3122	720.101	715.659
3123	721.526	716.978
3124	722.790	718.408
3125	724.003	719.937
3126	725.253	721.406
3127	726.504	722.674
3128	727.722	723.896
3129	728.916	725.167
3130	730.063	726.455
3131	731.163	727.694
3132	732.265	728.912
3133	733.354	730.064
3134	734.436	731.162
3135	735.557	732.264
3136	736.721	733.330
3137	737.961	734.381
3138	739.276	735.486
3139	740.561	736.640
3140	741.802	737.896
3141	743.035	739.239
3142	744.261	740.531
3143	745.481	741.779
3144	746.700	743.014
3145	747.922	744.238
3146	749.168	745.453
3147	750.461	746.663
3148	751.801	747.869
3149	753.186	749.102
3150	754.609	750.381
3151	756.049	751.713
3152	757.488	753.102
3153	758.917	754.536
3154	760.329	755.986
3155	761.732	757.445
3156	763.130	758.886
3157	764.504	760.317
3158	765.837	761.744
3159	767.136	763.170
3160	768.413	764.564
3161	769.689	765.903
3162	770.988	767.201
3163	772.306	768.474
3164	773.616	769.754
3165	774.897	771.076
3166	776.121	772.432
3167	777.268	773.779
3168	778.356	775.099
3169	779.401	776.335
3170	780.410	777.490
3171	781.393	778.583
3172	782.355	779.630
3173	783.309	780.639
3174	784.266	781.622
3175	785.226	782.579
3176	786.201	783.525
3177	787.198	784.475
3178	788.219	785.423
3179	789.282	786.385
3180	790.407	787.370
3181	791.604	788.368
3182	792.871	789.410
3183	794.210	790.519
3184	795.613	791.705
3185	797.055	792.961
3186	798.519	794.297
3187	799.991	795.708
3188	801.461	797.162
3189	802.929	798.641
3190	804.390	800.124
