/* DATA DESCRIPTION:
Citation:	Bazin, Lucie; Landais, Amaëlle; Lemieux-Dudon, Bénédicte; Toyé Mahamadou Kele, H; Veres, Daniel; Parrenin, Frédéric; Martinerie, Patricia; Ritz, Catherine; Capron, Emilie; Lipenkov, Vladimir Ya; Loutre, Marie-France; Raynaud, Dominique; Vinther, Bo Møllesøe; Svensson, Anders M; Rasmussen, Sune Olander; Severi, Mirko; Blunier, Thomas; Leuenberger, Markus Christian; Fischer, Hubertus; Masson-Delmotte, Valerie; Chappellaz, Jérôme A; Wolff, Eric William (2013): AICC2012 chronology for ice core EDC [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.824865, 
	In: Bazin, L et al. (2013): The Antarctic ice core chronology (AICC2012) [dataset publication series]. PANGAEA, https://doi.org/10.1594/PANGAEA.824894
Related to:	Bazin, Lucie; Landais, Amaëlle; Lemieux-Dudon, Bénédicte; Toyé Mahamadou Kele, H; Veres, Daniel; Parrenin, Frédéric; Martinerie, Patricia; Ritz, Catherine; Capron, Emilie; Lipenkov, Vladimir Ya; Loutre, Marie-France; Raynaud, Dominique; Vinther, Bo Møllesøe; Svensson, Anders M; Rasmussen, Sune Olander; Severi, Mirko; Blunier, Thomas; Leuenberger, Markus Christian; Fischer, Hubertus; Masson-Delmotte, Valerie; Chappellaz, Jérôme A; Wolff, Eric William (2013): An optimized multi-proxy, multi-site Antarctic ice and gas orbital chronology (AICC2012): 120-800 ka. Climate of the Past, 9(4), 1715-1731, https://doi.org/10.5194/cp-9-1715-2013
	Veres, Daniel; Bazin, Lucie; Landais, Amaëlle; Toyé Mahamadou Kele, H; Lemieux-Dudon, Bénédicte; Parrenin, Frédéric; Martinerie, Patricia; Blayo, Eric; Blunier, Thomas; Capron, Emilie; Chappellaz, Jérôme A; Rasmussen, Sune Olander; Severi, Mirko; Svensson, Anders M; Vinther, Bo Møllesøe; Wolff, Eric William (2013): The Antarctic ice core chronology (AICC2012): an optimized multi-parameter and multi-site dating approach for the last 120 thousand years. Climate of the Past, 9(4), 1733-1748, https://doi.org/10.5194/cp-9-1733-2013
Further details:	Supplementary material to AICC2012 ice core chronology (URI: hdl:10013/epic.42823.d001)
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: https://en.wikipedia.org/wiki/European_Project_for_Ice_Coring_in_Antarctica)
Funding:	Fifth Framework Programme (FP5), grant/award no. EVK2-CT-2000-00077: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/EVK2-CT-2000-00077)
	Fourth Framework Programme (FP4), grant/award no. ENV4980702: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/ENV4980702)
Coverage:	LATITUDE: -75.100000 * LONGITUDE: 123.350000
	DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00
	MINIMUM DEPTH, ice/snow: 0.00 m * MAXIMUM DEPTH, ice/snow: 3192.75 m
Event(s):	EDC (EPICA Dome C) (URI: https://en.wikipedia.org/wiki/Dome_C) * LATITUDE: -75.100000 * LONGITUDE: 123.350000 * DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00 * ELEVATION: 3233.0 m * Recovery: 3300 m * LOCATION: Dome C, Antarctica * CAMPAIGN: Dome C * METHOD/DEVICE: Ice drill (ICEDRILL) * COMMENT: Drill site is 56 km from the site of a previous Dome C core that provided records extending into the last glacial period, and 560 km from the site of the Vostok cores. The completion of the Dome C core was delayed when the first drilling became stuck at 788 m in 1999 (EDC96).
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	AGE [ka BP] (Age) * GEOCODE
	Age, standard deviation [±] (Age std dev) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Gas age [ka BP] (Gas age) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Gas age, standard deviation [±] (Gas age std dev) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Accumulation rate in ice equivalent per year [m/a] (Acc rate ice per year) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Thinning function (TF) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Lock-in depth in ice equivalent [m] (LIDIE) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	11512 data points
*/
Depth ice/snow [m]	Age [ka BP]	Age std dev [±]	Gas age [ka BP]	Gas age std dev [±]	Acc rate ice per year [m/a]	TF	LIDIE [m]
914.10	57.26850	1.00626	53.35430	1.46675	0.0146	0.7164	60.90
915.75	57.42600	1.03783	53.45190	1.52342	0.0149	0.7158	61.11
917.40	57.58110	1.04086	53.58450	1.32245	0.0151	0.7152	59.69
919.05	57.73340	1.01761	53.81100	1.32925	0.0160	0.7150	61.73
920.70	57.87750	1.03202	53.82760	1.26919	0.0158	0.7147	62.26
922.35	58.02350	1.01761	53.93170	1.25668	0.0168	0.7137	62.68
924.00	58.16080	1.04324	54.04190	1.33835	0.0168	0.7136	61.34
925.65	58.29820	1.04178	54.25260	1.39336	0.0154	0.7138	60.24
927.30	58.44850	1.05707	54.47030	1.31577	0.0159	0.7141	61.29
928.95	58.59380	1.05457	54.54480	1.38786	0.0162	0.7140	62.18
930.60	58.73640	1.10048	54.63090	1.36223	0.0152	0.7132	61.45
932.25	58.88850	1.10007	54.82750	1.37175	0.0162	0.7131	62.71
933.90	59.03140	1.11786	54.89450	1.39418	0.0167	0.7131	62.00
935.55	59.17020	1.12327	55.07910	1.38250	0.0174	0.7127	60.39
937.20	59.30330	1.15377	55.34560	1.40581	0.0175	0.7130	60.19
938.85	59.43530	1.16026	55.52200	1.30517	0.0170	0.7128	61.04
940.50	59.57110	1.16848	55.61890	1.28014	0.0180	0.7122	62.17
942.15	59.70010	1.18248	55.69910	1.32361	0.0174	0.7113	62.56
943.80	59.83330	1.20289	55.82580	1.33052	0.0167	0.7102	62.04
945.45	59.97210	1.21717	56.01750	1.38769	0.0170	0.7095	61.60
947.10	60.10900	1.24407	56.20510	1.40729	0.0167	0.7093	61.29
948.75	60.24810	1.97755	56.38400	1.52511	0.0171	0.7088	60.32
950.40	60.38410	1.96920	56.62410	1.56681	0.0166	0.7082	59.59
952.05	60.52480	1.96255	56.84960	1.51861	0.0165	0.7075	59.22
953.70	60.66650	1.95172	57.04550	1.55278	0.0160	0.7065	59.36
955.35	60.81240	1.93154	57.20170	1.58428	0.0173	0.7055	60.52
957.00	60.94780	1.97110	57.28810	1.59430	0.0162	0.7045	60.71
958.65	61.09220	1.97864	57.43850	1.59159	0.0157	0.7034	60.70
960.30	61.24130	1.96328	57.59960	1.53862	0.0157	0.7028	60.33
961.95	61.39120	1.95292	57.77700	1.59048	0.0159	0.7024	61.07
963.60	61.53940	1.97670	57.87790	1.60808	0.0163	0.7017	61.60
965.25	61.68350	2.00384	57.99460	1.55507	0.0163	0.7010	61.83
966.90	61.82760	2.09150	58.12400	1.58563	0.0158	0.7003	62.53
968.55	61.97710	2.06605	58.22420	1.63268	0.0159	0.6997	59.98
970.20	62.12520	2.10503	58.53080	1.65383	0.0161	0.6989	61.16
971.85	62.27180	2.16299	58.60710	1.76652	0.0157	0.6983	61.34
973.50	62.42210	2.15886	58.74250	1.67423	0.0152	0.6978	59.13
975.15	62.57730	2.15875	59.03080	1.69992	0.0154	0.6970	60.72
976.80	62.73070	2.20933	59.08010	1.69074	0.0153	0.6963	61.23
978.45	62.88520	2.27727	59.19190	1.74255	0.0145	0.6957	62.65
980.10	63.04900	2.28425	59.24810	1.77821	0.0142	0.6948	63.23
981.75	63.21670	2.27495	59.35270	1.76609	0.0142	0.6941	61.76
983.40	63.38370	2.33553	59.57300	1.84609	0.0143	0.6935	64.21
985.05	63.55040	2.31838	59.57350	1.91400	0.0135	0.6926	63.62
986.70	63.72710	2.35968	59.73920	1.97575	0.0136	0.6916	62.34
988.35	63.90200	2.47302	59.95400	1.97425	0.0133	0.6905	62.30
990.00	64.08220	2.43241	60.09910	1.96976	0.0125	0.6894	62.11
991.65	64.27440	2.35806	60.25470	1.97790	0.0128	0.6884	61.01
993.30	64.46130	2.22449	60.46100	1.96403	0.0134	0.6874	61.03
994.95	64.64070	2.20242	60.60620	1.96067	0.0151	0.6863	60.16
996.60	64.79990	2.22591	60.80910	1.93056	0.0143	0.6852	59.42
998.25	64.96830	2.37508	60.99450	1.98475	0.0147	0.6842	59.84
999.90	65.13270	2.39223	61.12040	1.97688	0.0131	0.6831	58.35
1001.55	65.31680	2.39042	61.36740	1.94909	0.0127	0.6822	57.63
1003.20	65.50690	2.39075	61.56400	1.98064	0.0128	0.6810	57.84
1004.85	65.69620	2.43558	61.70180	2.00740	0.0127	0.6798	58.37
1006.50	65.88750	2.41948	61.82040	2.09418	0.0123	0.6788	59.11
1008.15	66.08470	2.39075	61.92970	2.05357	0.0131	0.6779	57.55
1009.80	66.27000	2.46154	62.17710	2.11868	0.0124	0.6770	58.38
1011.45	66.46730	2.46138	62.27840	2.16608	0.0122	0.6762	57.90
1013.10	66.66800	2.36887	62.46400	2.15676	0.0123	0.6751	57.75
1014.75	66.86740	2.33052	62.63430	2.15976	0.0120	0.6741	57.01
1016.40	67.07100	2.29226	62.84000	2.26554	0.0120	0.6733	57.34
1018.05	67.27460	2.24571	62.98370	2.30286	0.0119	0.6725	57.30
1019.70	67.48140	2.06928	63.15730	2.25341	0.0125	0.6721	55.72
1021.35	67.67850	2.03163	63.43470	2.35401	0.0129	0.6714	56.25
1023.00	67.86930	1.99386	63.57010	2.31232	0.0129	0.6706	55.67
1024.65	68.06010	1.97603	63.79250	2.37938	0.0129	0.6698	56.51
1026.30	68.25170	1.97886	63.91270	2.48215	0.0126	0.6693	56.25
1027.95	68.44800	1.95744	64.11760	2.42203	0.0127	0.6685	56.01
1029.60	68.64290	1.93163	64.33190	2.33458	0.0130	0.6676	55.70
1031.25	68.83360	1.91600	64.54450	2.15378	0.0133	0.6668	56.05
1032.90	69.01950	1.92973	64.69630	2.23048	0.0138	0.6661	56.48
1034.55	69.19970	1.99569	64.77620	2.21520	0.0135	0.6653	59.89
1036.20	69.38390	2.02810	64.83300	2.23358	0.0125	0.6646	59.26
1037.85	69.58260	1.93139	64.99000	2.40072	0.0145	0.6633	59.23
1039.50	69.75360	2.00621	65.16750	2.39016	0.0146	0.6624	56.96
1041.15	69.92460	2.07920	65.53240	2.39079	0.0136	0.6615	55.89
1042.80	70.10810	2.12264	65.80970	2.46660	0.0130	0.6605	56.06
1044.45	70.30040	2.16778	65.99740	2.35294	0.0131	0.6596	55.33
1046.10	70.49200	2.04756	66.24810	2.46156	0.0134	0.6586	54.63
1047.75	70.67940	1.98662	66.50580	2.46134	0.0144	0.6577	55.65
1049.40	70.85340	1.97631	66.63070	2.37604	0.0152	0.6569	53.52
1051.05	71.01830	1.96555	67.00880	2.30331	0.0150	0.6561	53.00
1052.70	71.18570	1.92252	67.25960	2.25877	0.0152	0.6553	52.94
1054.35	71.35110	1.82574	67.47590	2.07032	0.0159	0.6545	51.86
1056.00	71.50940	1.76611	67.76000	2.01606	0.0162	0.6538	51.60
1057.65	71.66540	1.73632	67.97460	1.97248	0.0172	0.6531	51.02
1059.30	71.81200	1.68138	68.21410	1.98242	0.0178	0.6524	51.61
1060.95	71.95410	1.66432	68.36870	1.96774	0.0183	0.6516	51.93
1062.60	72.09220	1.71896	68.54330	1.94505	0.0168	0.6510	51.92
1064.25	72.24320	1.73336	68.74100	1.91840	0.0164	0.6503	51.39
1065.90	72.39770	1.75117	68.97220	1.91240	0.0169	0.6497	50.78
1067.55	72.54810	1.78112	69.20040	1.99596	0.0161	0.6489	50.57
1069.20	72.70580	1.81385	69.40640	2.03204	0.0165	0.6483	51.15
1070.85	72.85980	1.87788	69.56380	1.92662	0.0163	0.6477	52.12
1072.50	73.01660	1.93706	69.67520	1.95489	0.0161	0.6469	52.40
1074.15	73.17470	1.99319	69.83110	2.05689	0.0157	0.6463	52.37
1075.80	73.33680	2.03802	70.01350	2.10043	0.0153	0.6456	51.01
1077.45	73.50380	2.08916	70.30850	2.16967	0.0145	0.6448	53.13
1079.10	73.68030	2.02179	70.34570	2.22114	0.0144	0.6443	54.71
1080.75	73.85770	1.97550	70.42250	2.07020	0.0149	0.6438	53.53
1082.40	74.02980	1.94602	70.69890	1.98024	0.0154	0.6433	52.76
1084.05	74.19630	1.93882	70.92440	1.97450	0.0160	0.6426	53.05
1085.70	74.35710	1.91291	71.07540	1.96010	0.0161	0.6418	54.07
1087.35	74.51650	1.90229	71.18050	1.92466	0.0162	0.6409	54.89
1089.00	74.67540	1.87668	71.29800	1.87675	0.0162	0.6403	56.62
1090.65	74.83480	1.86304	71.35520	1.82179	0.0166	0.6398	56.13
1092.30	74.99040	1.83762	71.54620	1.75281	0.0168	0.6395	56.61
1093.95	75.14390	1.81819	71.67420	1.73510	0.0183	0.6390	57.84
1095.60	75.28530	1.84183	71.75330	1.69280	0.0180	0.6384	58.19
1097.25	75.42870	1.83331	71.88100	1.66797	0.0183	0.6378	59.40
1098.90	75.56980	1.80562	71.95940	1.66405	0.0185	0.6374	60.30
1100.55	75.70980	1.77070	72.05130	1.71606	0.0199	0.6368	61.22
1102.20	75.83980	1.79968	72.14850	1.72294	0.0191	0.6364	59.79
1103.85	75.97540	1.81381	72.38860	1.74935	0.0178	0.6359	59.35
1105.50	76.12090	1.81960	72.56820	1.78512	0.0173	0.6355	59.92
1107.15	76.27080	1.82131	72.69330	1.80845	0.0166	0.6349	60.38
1108.80	76.42740	1.82005	72.82420	1.86480	0.0168	0.6344	60.32
1110.45	76.58200	1.82751	72.98680	1.92449	0.0161	0.6336	61.03
1112.10	76.74390	1.84598	73.10550	1.97465	0.0157	0.6326	60.53
1113.75	76.90960	1.82719	73.30330	2.02764	0.0148	0.6321	60.05
1115.40	77.08620	1.79338	73.50290	2.08952	0.0147	0.6313	59.00
1117.05	77.26450	1.79439	73.75580	1.99295	0.0158	0.6310	57.30
1118.70	77.42980	1.78022	74.04420	1.94355	0.0153	0.6302	57.11
1120.35	77.60120	1.76847	74.22650	1.93789	0.0157	0.6297	57.85
1122.00	77.76850	1.76182	74.34500	1.91338	0.0162	0.6288	58.14
1123.65	77.93090	1.75121	74.49170	1.90768	0.0158	0.6278	59.29
1125.30	78.09770	1.72968	74.58670	1.88707	0.0162	0.6269	58.73
1126.95	78.26020	1.70401	74.78470	1.86388	0.0171	0.6265	58.87
1128.60	78.41450	1.69533	74.93510	1.86135	0.0174	0.6264	59.27
1130.25	78.56600	1.71116	75.06740	1.80453	0.0177	0.6260	59.29
1131.90	78.71500	1.73208	75.21540	1.83095	0.0167	0.6255	61.12
1133.55	78.87250	1.71289	75.26140	1.84305	0.0166	0.6250	60.91
1135.20	79.03200	1.67980	75.41840	1.83501	0.0173	0.6239	61.61
1136.85	79.18460	1.66757	75.52810	1.81677	0.0180	0.6236	60.96
1138.50	79.33180	1.66266	75.70480	1.76943	0.0184	0.6235	62.00
1140.15	79.47570	1.65838	75.78400	1.78945	0.0181	0.6230	62.37
1141.80	79.62230	1.62679	75.90060	1.81083	0.0191	0.6222	59.60
1143.45	79.76140	1.60277	76.20000	1.82274	0.0198	0.6222	58.82
1145.10	79.89520	1.59862	76.39950	1.81871	0.0201	0.6218	57.31
1146.75	80.02750	1.59700	76.64760	1.83068	0.0195	0.6213	57.57
1148.40	80.16360	1.58639	76.79730	1.85447	0.0193	0.6208	56.37
1150.05	80.30170	1.55032	77.04980	1.79317	0.0203	0.6200	55.72
1151.70	80.43270	1.54789	77.27510	1.79445	0.0211	0.6193	54.39
1153.35	80.55920	1.53579	77.53030	1.77096	0.0201	0.6190	54.05
1155.00	80.69160	1.53068	77.72240	1.76422	0.0214	0.6186	55.52
1156.65	80.81610	1.53571	77.79850	1.76025	0.0204	0.6177	54.50
1158.30	80.94680	1.53837	78.03040	1.74442	0.0203	0.6170	55.11
1159.95	81.07860	1.52274	78.16150	1.71571	0.0216	0.6162	55.55
1161.60	81.20260	1.52189	78.29950	1.69935	0.0204	0.6156	54.93
1163.25	81.33390	1.52515	78.49120	1.69265	0.0210	0.6150	55.14
1164.90	81.46160	1.52452	78.63280	1.72767	0.0208	0.6142	56.23
1166.55	81.59090	1.52117	78.72600	1.73267	0.0212	0.6133	56.23
1168.20	81.71760	1.52403	78.88800	1.71080	0.0208	0.6125	56.50
1169.85	81.84710	1.53017	79.03600	1.67893	0.0201	0.6117	55.12
1171.50	81.98130	1.52778	79.26820	1.66118	0.0198	0.6112	54.53
1173.15	82.11740	1.52409	79.44690	1.66534	0.0210	0.6104	55.29
1174.80	82.24610	1.52941	79.55540	1.63913	0.0204	0.6100	55.77
1176.45	82.37870	1.51534	79.67550	1.61698	0.0212	0.6094	56.22
1178.10	82.50670	1.52518	79.79320	1.59750	0.0224	0.6087	55.42
1179.75	82.62780	1.54343	79.96850	1.59942	0.0219	0.6081	56.34
1181.40	82.75190	1.56206	80.05950	1.59569	0.0208	0.6077	56.99
1183.05	82.88230	1.55022	80.16500	1.58627	0.0210	0.6071	57.37
1184.70	83.01180	1.54778	80.28630	1.55060	0.0221	0.6067	56.83
1186.35	83.13480	1.55917	80.44620	1.54764	0.0228	0.6060	56.04
1188.00	83.25410	1.57545	80.61460	1.52998	0.0221	0.6057	56.85
1189.65	83.37730	1.57933	80.70830	1.53083	0.0226	0.6054	58.47
1191.30	83.49790	1.58953	80.75950	1.53456	0.0225	0.6052	57.18
1192.95	83.61920	1.60760	80.95000	1.53843	0.0219	0.6049	58.24
1194.60	83.74380	1.60054	81.03200	1.52415	0.0224	0.6044	58.49
1196.25	83.86590	1.60012	81.15010	1.52059	0.0234	0.6034	57.35
1197.90	83.98260	1.62783	81.33740	1.52524	0.0237	0.6029	58.57
1199.55	84.09810	1.66051	81.41020	1.52715	0.0227	0.6026	58.75
1201.20	84.21900	1.68035	81.53220	1.52092	0.0219	0.6019	58.64
1202.85	84.34450	1.67851	81.66790	1.52151	0.0215	0.6012	58.17
1204.50	84.47230	1.70305	81.82210	1.52935	0.0229	0.6004	58.97
1206.15	84.59210	1.72722	81.92000	1.53254	0.0210	0.5998	58.79
1207.80	84.72290	1.74973	82.06700	1.52113	0.0223	0.5990	58.11
1209.45	84.84670	1.78600	82.23380	1.53090	0.0214	0.5982	58.13
1211.10	84.97570	1.77102	82.36880	1.51458	0.0203	0.5978	57.87
1212.75	85.11180	1.75783	82.51070	1.52549	0.0211	0.5973	59.61
1214.40	85.24280	1.75168	82.55800	1.53309	0.0208	0.5969	58.93
1216.05	85.37560	1.74114	82.71240	1.55597	0.0216	0.5964	60.01
1217.70	85.50370	1.75273	82.79180	1.56823	0.0201	0.5959	61.40
1219.35	85.64140	1.74962	82.85920	1.55065	0.0200	0.5952	60.21
1221.00	85.78020	1.70641	83.04620	1.54713	0.0198	0.5945	60.20
1222.65	85.92060	1.72177	83.17180	1.56420	0.0212	0.5940	60.56
1224.30	86.05160	1.71140	83.27850	1.57879	0.0198	0.5934	62.33
1225.95	86.19220	1.70450	83.32590	1.57720	0.0197	0.5928	62.11
1227.60	86.33330	1.70047	83.45990	1.58277	0.0195	0.5922	61.72
1229.25	86.47580	1.68441	83.60100	1.60788	0.0191	0.5920	62.97
1230.90	86.62180	1.65454	83.66980	1.60682	0.0193	0.5918	62.64
1232.55	86.76590	1.65209	83.80900	1.59499	0.0198	0.5911	62.48
1234.20	86.90660	1.66669	83.93810	1.60663	0.0189	0.5904	63.85
1235.85	87.05420	1.68042	84.00030	1.63625	0.0190	0.5897	64.03
1237.50	87.20120	1.66101	84.11210	1.66397	0.0180	0.5893	63.52
1239.15	87.35640	1.65750	84.25830	1.68636	0.0186	0.5889	62.83
1240.80	87.50690	1.67894	84.41790	1.67182	0.0186	0.5887	62.67
1242.45	87.65780	1.74931	84.54900	1.74703	0.0179	0.5876	64.20
1244.10	87.81450	1.73149	84.60990	1.71901	0.0162	0.5868	63.16
1245.75	87.98810	1.70889	84.78950	1.76786	0.0180	0.5867	64.37
1247.40	88.14420	1.71261	84.86130	1.79062	0.0174	0.5859	63.03
1249.05	88.30580	1.71526	85.05980	1.75661	0.0177	0.5846	62.91
1250.70	88.46500	1.69586	85.20470	1.76001	0.0176	0.5840	63.12
1252.35	88.62550	1.68967	85.33030	1.73258	0.0182	0.5832	63.56
1254.00	88.78110	1.69365	85.44400	1.75408	0.0175	0.5824	61.81
1255.65	88.94320	1.69064	85.66650	1.74905	0.0175	0.5813	61.81
1257.30	89.10530	1.65562	85.81140	1.69468	0.0178	0.5805	61.35
1258.95	89.26470	1.62770	85.97510	1.73531	0.0188	0.5798	62.50
1260.60	89.41580	1.61855	86.05700	1.70971	0.0191	0.5787	61.12
1262.25	89.56530	1.64981	86.27160	1.70144	0.0178	0.5779	61.00
1263.90	89.72600	1.61951	86.42380	1.69905	0.0185	0.5773	60.86
1265.55	89.88010	1.60287	86.57930	1.65526	0.0197	0.5767	59.73
1267.20	90.02540	1.59600	86.78360	1.65179	0.0187	0.5758	60.59
1268.85	90.17880	1.60134	86.88660	1.66479	0.0189	0.5751	60.27
1270.50	90.33060	1.58693	87.05270	1.68061	0.0194	0.5742	59.98
1272.15	90.47870	1.58621	87.22120	1.65837	0.0199	0.5732	59.45
1273.80	90.62360	1.58974	87.40860	1.65716	0.0190	0.5726	58.53
1275.45	90.77530	1.59729	87.61090	1.70198	0.0188	0.5719	60.08
1277.10	90.92910	1.61628	87.68510	1.77686	0.0186	0.5716	59.43
1278.75	91.08450	1.59634	87.88630	1.70632	0.0174	0.5711	58.27
1280.40	91.25040	1.58497	88.11790	1.71218	0.0190	0.5702	56.98
1282.05	91.40250	1.59436	88.35490	1.71607	0.0190	0.5685	57.19
1283.70	91.55510	1.59287	88.51230	1.68718	0.0182	0.5669	56.84
1285.35	91.71530	1.58363	88.69900	1.69129	0.0179	0.5653	55.98
1287.00	91.87810	1.58224	88.91400	1.69748	0.0191	0.5649	56.97
1288.65	92.03110	1.57964	89.02340	1.67186	0.0184	0.5641	56.26
1290.30	92.19020	1.56242	89.22740	1.63140	0.0191	0.5632	56.02
1291.95	92.34390	1.55596	89.39750	1.61453	0.0199	0.5620	55.85
1293.60	92.49160	1.56760	89.56160	1.65054	0.0193	0.5612	56.49
1295.25	92.64420	1.55367	89.69200	1.62471	0.0204	0.5599	57.26
1296.90	92.78900	1.55987	89.81420	1.60599	0.0204	0.5587	56.03
1298.55	92.93410	1.56553	90.02920	1.59582	0.0207	0.5578	55.80
1300.20	93.07690	1.57171	90.19960	1.60211	0.0210	0.5567	57.31
1301.85	93.21780	1.58574	90.27970	1.58743	0.0202	0.5556	56.85
1303.50	93.36510	1.58402	90.45740	1.58569	0.0205	0.5545	55.06
1305.15	93.51050	1.57795	90.69890	1.59158	0.0212	0.5532	55.73
1306.80	93.65090	1.58270	90.82360	1.60090	0.0213	0.5520	56.71
1308.45	93.79140	1.58344	90.93360	1.61693	0.0203	0.5509	54.82
1310.10	93.93890	1.58025	91.20010	1.58058	0.0210	0.5497	54.82
1311.75	94.08170	1.57948	91.36250	1.59476	0.0208	0.5486	54.02
1313.40	94.22610	1.58147	91.56130	1.59281	0.0211	0.5474	52.02
1315.05	94.36870	1.58698	91.83610	1.57642	0.0206	0.5463	52.94
1316.70	94.51500	1.59688	91.95060	1.59228	0.0203	0.5451	53.50
1318.35	94.66390	1.60448	92.08270	1.57154	0.0201	0.5441	52.32
1320.00	94.81450	1.60590	92.30510	1.55266	0.0190	0.5433	51.70
1321.65	94.97430	1.57265	92.48830	1.56820	0.0227	0.5427	52.92
1323.30	95.10850	1.58182	92.58200	1.55103	0.0217	0.5422	51.95
1324.95	95.24880	1.60202	92.77870	1.55936	0.0206	0.5416	52.38
1326.60	95.39630	1.61035	92.90650	1.56561	0.0191	0.5410	53.02
1328.25	95.55570	1.64455	93.02220	1.56530	0.0189	0.5405	52.44
1329.90	95.71680	1.64249	93.19260	1.58526	0.0191	0.5401	52.88
1331.55	95.87710	1.64841	93.31950	1.58768	0.0191	0.5396	53.29
1333.20	96.03680	1.66386	93.44810	1.57735	0.0196	0.5394	53.58
1334.85	96.19320	1.69558	93.57840	1.57860	0.0189	0.5388	53.65
1336.50	96.35530	1.70327	93.71860	1.58651	0.0198	0.5384	53.06
1338.15	96.51010	1.70560	93.89270	1.57916	0.0187	0.5381	53.90
1339.80	96.67400	1.68917	93.99950	1.58168	0.0186	0.5378	54.44
1341.45	96.83860	1.67062	94.11850	1.57850	0.0190	0.5375	54.81
1343.10	96.99990	1.66947	94.24660	1.58204	0.0192	0.5372	54.20
1344.75	97.16010	1.67291	94.42050	1.58908	0.0187	0.5369	55.39
1346.40	97.32440	1.64916	94.51140	1.59671	0.0194	0.5367	55.53
1348.05	97.48270	1.65173	94.65450	1.60320	0.0199	0.5366	56.24
1349.70	97.63720	1.66002	94.77110	1.61910	0.0194	0.5365	56.14
1351.35	97.79590	1.63578	94.93350	1.56972	0.0193	0.5366	56.26
1353.00	97.95490	1.65203	95.06850	1.57943	0.0206	0.5367	56.25
1354.65	98.10440	1.63050	95.20720	1.58772	0.0193	0.5366	55.51
1356.30	98.26360	1.62370	95.34510	1.60829	0.0207	0.5368	59.47
1357.95	98.41230	1.62338	95.38840	1.63518	0.0205	0.5372	58.85
1359.60	98.56240	1.61166	95.52980	1.64501	0.0204	0.5381	58.52
1361.25	98.71260	1.62327	95.70310	1.64198	0.0216	0.5387	57.70
1362.90	98.85410	1.64261	95.90310	1.64937	0.0203	0.5388	58.40
1364.55	99.00490	1.65401	96.02600	1.66148	0.0208	0.5402	59.25
1366.20	99.15180	1.67919	96.13050	1.68456	0.0210	0.5398	60.22
1367.85	99.29730	1.68159	96.24210	1.70417	0.0203	0.5413	61.39
1369.50	99.44760	1.67574	96.33230	1.70292	0.0210	0.5414	60.62
1371.15	99.59270	1.67506	96.52810	1.70587	0.0220	0.5414	61.82
1372.80	99.73140	1.68370	96.62770	1.69453	0.0225	0.5417	61.01
1374.45	99.86690	1.69763	96.83360	1.67066	0.0220	0.5420	60.26
1376.10	100.00500	1.70377	97.03280	1.66923	0.0225	0.5420	61.15
1377.75	100.14000	1.71915	97.14590	1.67508	0.0231	0.5419	61.04
1379.40	100.27200	1.73800	97.31660	1.64904	0.0232	0.5423	60.60
1381.05	100.40300	1.73936	97.49500	1.65193	0.0235	0.5426	61.06
1382.70	100.53300	1.72955	97.62520	1.66196	0.0231	0.5425	60.93
1384.35	100.66400	1.71162	97.79040	1.63522	0.0237	0.5424	60.19
1386.00	100.79300	1.70688	97.98650	1.65526	0.0230	0.5419	60.38
1387.65	100.92500	1.67724	98.13150	1.62481	0.0228	0.5413	60.18
1389.30	101.05900	1.65129	98.30170	1.62338	0.0246	0.5407	60.17
1390.95	101.18300	1.67728	98.45440	1.62337	0.0256	0.5409	60.00
1392.60	101.30200	1.68355	98.61180	1.60631	0.0236	0.5403	60.13
1394.25	101.43200	1.68245	98.75630	1.63064	0.0232	0.5392	60.69
1395.90	101.56400	1.68726	98.87950	1.64572	0.0234	0.5392	61.89
1397.55	101.69400	1.68452	98.97120	1.64999	0.0229	0.5382	62.94
1399.20	101.82800	1.68334	99.07430	1.66229	0.0230	0.5374	63.91
1400.85	101.96100	1.68416	99.17850	1.68502	0.0218	0.5366	63.45
1402.50	102.10200	1.66255	99.35230	1.67999	0.0224	0.5354	63.12
